npc_vertical,npc_horizontal,npc_behavior,pedestrian_vertical,pedestrian_horizontal,pedestrian_direction_x,pedestrian_direction_y,pedestrian_speed,weather_sun_angle,weather_fog_density,min_dis
-5.715277566014443,-3.8229388705719494,0.10776203144669162,-5.4898513130275735,0.7952061243347579,0.993984982940243,0.15278560805487462,1.328913253832968,15.175064327799518,9.163482147698964,4.868151788172366
14.324796803187297,3.051168224196502,0.29056412802502757,5.142831819458509,-4.845416309652045,0.6930430115126847,-0.0007472230664882229,1.3161276250578313,-85.07682121242911,1.5563322313092098,6.284263050401547
6.987119366372436,18.509671215437827,0.167922019947605,5.729343104573047,-0.4879228917823042,0.5450907784947143,-0.9441334510298411,1.15410480569999,-77.3109804318094,35.33016892040226,7.4402559256921545
9.058370345130903,13.188601274987263,0.00834332145875758,-3.1966784265814834,-4.958007337694809,0.9869066813220968,-0.7304425653875191,1.4223026292134937,77.59695480455343,33.03513545232426,6.161156364811367
-10.2392010383913,18.788028619899237,0.2939172550415041,-5.273721697001365,-2.812173799989594,0.9017233901767079,-0.0934200996775929,1.4029446736061622,22.14209224794176,89.45874714066015,6.613875996992864
19.142276951185053,-2.1104629811917093,0.10370364518253446,7.723805229652857,-4.753514953988754,-0.8759535171081834,0.8625309877281473,0.9535366910667206,2.9145142447336667,19.27138800908209,3.986764634963736
2.933229407943724,16.196408651117807,0.2922775358713959,7.601583383760563,-5.219084938669061,0.8712125874806482,0.7447432998006922,1.1345099745748561,10.806094150291969,88.8206228555746,7.392534053178536
14.91018375104207,-16.250016574932683,0.18907349071451524,5.738869375694122,-4.2504005355673975,-0.6741523485802445,-0.579982879726425,0.9565175622464386,-33.3318361254828,82.98722937529432,3.9275820631287175
-13.137714639209506,-19.819725690800077,0.13967045982754703,6.2797140883635265,-8.056460233743618,0.8331447675658292,0.5098785372410659,1.1442954640181697,-48.38638349465939,88.15159571986946,9.902598996095174
19.89789837633291,-0.2686383939122017,0.2342442529752231,-5.448632688630772,7.8437565422759405,-0.9583823575860793,-0.173529356524198,0.9642394279607319,-3.0714367783820364,21.156749402064335,5.054953064236339
-15.430683026525994,-7.182229440331081,0.20703373549273954,-4.574829479408756,3.724203781926965,-0.8620965861594914,0.92209657712955,1.2258032259203788,-57.87515774351634,11.391681648392371,4.880196417611334
-18.868786807686103,-3.5753735104672266,0.2857486869952249,-8.694853386286958,-5.621555512425904,-0.1894586810001817,-0.29482083068998,1.2177590752574563,-12.669695001483873,14.557184799479062,19.280293183811608
13.479094807023337,4.287696665468204,0.24220610898807243,-9.655176581785376,4.908696421633534,0.0278478250034897,0.6369604745548176,1.0714798526027232,-31.944425494576848,91.86223342245438,10.185953393141085
-15.506005611007154,14.50537349383525,0.1850776447888686,1.990398803461673,6.034363209012014,-0.7341906223299086,0.9047724115961127,1.3863804731985387,12.059237960873972,97.80394410693246,5.192686361552069
-18.096989362763086,12.114682672848886,0.10895701797871744,-0.12743522418184128,-6.496834668168421,-0.6310794048969486,-0.7215821114296506,0.9422549090137639,45.31907284483506,79.9529393471412,18.10692252724413
9.666062647758974,1.3033071896345625,0.23109828906555502,-9.671476549206599,3.511970805453732,-0.8380075353321998,0.45817959733599856,1.3819917290745325,-12.500479758387726,28.99810720906093,8.132408008931828
18.31429326898683,-12.85226002204437,0.12604229060895175,4.214394450761061,-1.305914988886773,-0.53975092655449,-0.6219569695227456,1.3595956826139401,13.034094002579536,29.050680900305547,3.916264234012599
2.9748297886656907,11.838871262391216,0.13816318085452217,3.400263385954201,6.9724153462826735,0.29221218884962696,-0.4770479769265059,1.3797639622632367,85.54900943096229,22.029164821109493,4.5892720509205365
-11.313815240887397,5.2445687550193725,0.10226587182851887,-9.291766065952647,4.7764659611371805,-0.5155440414009596,-0.8506102308464736,1.0548952548489199,78.79589759698524,51.82344067332129,7.0871875445938155
-4.9522185309941555,10.222952999534996,0.1933803495184733,-5.238305671369092,-9.936169639890695,-0.4877216423326791,0.9956154567841666,1.3056244572354399,-74.04721341172818,98.2184885645568,7.538965056006122
9.058370345130903,1.7356168115191153,0.0016569078223852395,-3.1966784265814834,3.9099292409790127,0.9869066813220968,-0.7347368273476288,1.4182441180218224,77.59695480455343,33.03513545232426,4.507951277575323
19.532636241388943,10.011730505294256,0.10370364518253446,9.519967028911587,-4.222305003280407,-0.8394522077115557,0.8625309877281473,0.9535366910667206,-64.07894328912343,19.27138800908209,7.816801540782795
-4.9522185309941555,10.222952999534996,0.18114855610171346,-2.461012637256836,-9.936169639890695,-0.4877216423326791,0.7705980404536057,1.366611907104082,-74.04721341172818,94.77455848358495,7.538965056006122
2.9748297886656907,-5.302918555875458,0.13816318085452217,3.400263385954201,6.9724153462826735,0.29221218884962696,0.7736249066008711,1.375252967727412,86.25075278376505,22.029164821109493,3.4652144489604626
