state_image,state_bev,npc_vertical,npc_horizontal,npc_behavior,pedestrian_vertical,pedestrian_horizontal,pedestrian_direction_x,pedestrian_direction_y,pedestrian_speed,weather_sun_angle,weather_fog_density,min_dis
rgb_1717404505,bev_1717404505,-11.322902523467231,-1.2549635535758554,0.1214986922073148,1.4724921916567195,3.160070632236652,0.5143647501317774,-0.5896807659688591,1.0098017980624607,87.89077345005677,37.03852315645884,0.0
rgb_1717557119,bev_1717557119,-11.213425241193988,-0.4517766327920753,0.1238012914251377,2.590514173066863,3.307258264328185,0.4814799234042284,-0.4401263668660845,1.0150769995101374,87.89077345005677,43.75437700508703,0.0
rgb_1717594891,bev_1717594891,19.050687367058494,-5.551803891851698,0.1533477639552684,-1.8070212902285243,8.105470348866913,-0.0361764426210159,0.9987795575915372,1.194884333335365,50.68300145034857,24.648131506441697,4.000274754421056
rgb_1717413011,bev_1717413011,-11.331175495668468,-0.4517766327920753,0.1596176792253844,1.4724921916567195,3.15871693075807,0.4095766870455177,-0.5896807659688591,1.0160248078432434,87.89077345005677,43.67257892722832,0.0
rgb_1717354971,bev_1717354971,8.201514113411854,-3.753559132337273,0.1137815898492992,-5.696897408190188,2.806224557797295,-0.7072487850708685,0.9680344710039016,1.0332283211648312,-1.128638040251985,26.89666165069156,0.0
rgb_1717395908,bev_1717395908,6.377654361670686,8.870809622254168,0.102050768339667,-3.002242710916435,-0.69078044383388,0.0116767368766794,0.1577183283353747,1.3652483010178906,-9.063102834701368,65.39247386889436,0.0
rgb_1717551265,bev_1717551265,-11.333679388533492,-1.4025910989354529,0.1539750700113457,1.469533109442953,3.1699498795432284,0.5132194676404815,-0.4498111269008883,1.0150769995101374,88.02446660001908,43.75437700508703,0.0
rgb_1717293444,bev_1717293444,17.65019488928067,-10.000848847266836,0.1814119041709267,-0.5651344579152653,6.144651595718351,-0.6916038876581986,0.9920387755589428,1.063891258827521,59.57068233422558,24.99763713879375,4.000578704366369
rgb_1717577512,bev_1717577512,8.78961136740002,-3.4375016661374005,0.1210792054649663,-5.653385471677152,2.7372314482285205,-0.7072694274580312,0.987468334806498,1.0391368448230194,4.3472217617126745,18.49954195682225,3.55682517902702
rgb_1717407778,bev_1717407778,-11.331175495668468,-0.4517766327920753,0.1596176792253844,1.4724921916567195,3.15871693075807,0.4814799234042284,-0.5454620192414873,1.0088682761859795,87.89077345005677,43.67257892722832,0.0
rgb_1717338250,bev_1717338250,-7.248677008666737,8.573527471459762,0.1593954299281511,-1.4911065625864932,0.5323033534838153,0.4347927844178745,-0.3819712678686375,1.336572291809382,-24.79417999303644,54.29518276456376,2.5603045140798693
rgb_1717348236,bev_1717348236,-7.248677008666737,5.3772569021832375,0.1655483543496642,-1.4911065625864932,-1.5905406213621216,0.4347910991010337,-0.3869577770990452,1.3030690031840095,-25.13370501195532,45.44907523409481,2.4838387184743405
rgb_1717611524,bev_1717611524,-1.4190570401966198,7.08141058693974,0.1897653774156413,-5.797628938872529,7.020281026065739,-0.9980977405855797,0.9633483411594072,1.4161230307395427,-50.51309406930736,4.122494884727708,3.251601651817952
rgb_1717164560,bev_1717164560,-14.143798691749437,-17.93152545583704,0.1579752052978952,-0.3447992050707746,7.040817714497948,-0.7766518723915077,-0.4125746355481361,1.2319496757125772,-13.44633137986699,60.64031652396269,4.667458179795832
rgb_1717595578,bev_1717595578,16.12283880900391,-9.999504959434873,0.1882271616865869,-0.5651344579152653,6.144651595718351,-0.3870717953602743,0.9920387755589428,1.0594613973180895,59.57068233422558,24.99763713879375,4.000610042126847
rgb_1717374055,bev_1717374055,6.377654361670686,8.870809622254168,0.0854376927090257,-4.108266874438331,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.385843468742108,-23.32578967929109,60.22945635177951,0.0
rgb_1717554152,bev_1717554152,-11.213425241193988,-0.4517766327920753,0.1601028624332791,2.590514173066863,3.327775299893672,0.4814799234042284,-0.4734141082025143,1.0163711483717428,87.89077345005677,43.75437700508703,0.0
rgb_1717340547,bev_1717340547,-6.995095460999943,5.3772569021832375,0.1594403355670541,1.180996717409336,-1.3505099633070683,0.4347934865799923,-0.3821577002875631,1.3085475193753746,-24.868045391646262,53.11962905322485,2.544936162749752
rgb_1717306408,bev_1717306408,-1.419057044446955,7.268929387498495,0.1989629957178894,-5.7962806807823695,7.020281026065739,-0.9931723217307958,0.9633483411594072,1.4161207790045074,-53.7201767935147,5.842836757066861,3.2406773712317984
rgb_1717363776,bev_1717363776,10.76459671162263,-4.2240917362528165,0.080500110839421,-5.653385471677152,2.9173079721302546,-0.7147044094512425,0.9680351467598598,1.031699742690982,-1.1628921395584229,23.70322769892124,0.0
rgb_1717625201,bev_1717625201,-7.248677008666737,5.3772569021832375,0.1541866061271985,-3.4655548259356284,-1.3439084309426337,0.4347927844178745,-0.3819712678686375,1.37235668904254,-24.79417999303644,60.19483639881618,2.595511442823581
rgb_1717397429,bev_1717397429,-11.213425241193988,-0.4517766327920753,0.1238012914251377,1.3625650898785384,3.1699498795432284,0.4814799234042284,-0.4401263668660845,1.0150769995101374,87.89077345005677,43.75437700508703,0.0
rgb_1717315752,bev_1717315752,-1.4190570437839156,7.274022988555139,0.1683533230704287,-5.71803363433249,7.020281026065739,-0.9944470147444102,0.9633483411594072,1.4163337016975832,-33.64926990916946,5.549923462217378,3.248901261609041
rgb_1717392660,bev_1717392660,6.377654361670686,8.870809622254168,0.0657062821779324,-4.108266874438331,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.3858720197492234,-8.51616618211446,60.22945635177951,0.0
rgb_1717579529,bev_1717579529,10.559245757427522,-3.737722525189135,0.1370922165801439,-5.653385471677152,2.7370841154111645,-0.7067462280240802,0.988187253228714,1.0413252706721718,-1.1628921395584229,18.124249999189693,3.614349191562837
rgb_1717558822,bev_1717558822,7.656586839525211,-3.753559132337273,0.1210818256128741,-5.653385471677152,2.809085271969177,-0.7072694274580312,0.9680344710039016,1.0416193053216356,-0.3778381806470747,18.49954195682225,0.0
rgb_1717107955,bev_1717107955,-7.943814967525768,13.036913364381675,0.173484595017571,0.4784557522257326,-1.440917808139739,0.9351213255098378,0.1811052562931423,1.3626832366757813,44.640320301149046,29.411301603933985,4.879335580886225
rgb_1717388506,bev_1717388506,-0.5841411747284155,11.654658400907664,0.2671371995069628,7.61191140800662,6.113794777939859,-0.1634648062284036,0.0472389045272487,0.9448294433605025,-67.4734400860591,86.29178519820422,3.783767634932777
rgb_1717341273,bev_1717341273,-7.248677008666737,5.3772569021832375,0.1481988907023344,-1.4911065625864932,-1.3149383173176137,0.4347927844178745,-0.3819712678686375,1.336572291809382,-24.79417999303644,54.29518276456376,2.544445922159816
rgb_1717322938,bev_1717322938,-1.4190570379285816,7.429705692845371,0.1777165254122035,-5.797436141782865,7.020281026065739,-0.8852481998019079,0.9405606774303308,1.413169425794683,-35.314510756355034,9.260980142013285,3.24621758365909
rgb_1717397396,bev_1717397396,-11.213425241193988,-0.532604176318916,0.161189580311112,1.473960833377868,3.1699498795432284,0.4814799234042284,-0.4401263668660845,1.016149851480609,87.82194722772343,43.75437700508703,0.0
rgb_1717126815,bev_1717126815,17.472022727640308,2.417686397419633,0.1554516099087622,-4.134942141847482,0.8857527834985,0.4346967217061994,0.9932839250335104,1.0163291684845697,13.765233928850163,47.12783795720564,3.9979657581691215
rgb_1717425375,bev_1717425375,6.487265880219635,3.891005044717801,0.2083677964867732,-7.921396065015045,8.467253115767981,0.4049287547490561,-0.6593598906242821,1.0281029560272692,-8.705221955485001,28.275550525023263,3.9741353366201473
rgb_1717558040,bev_1717558040,11.55443868567554,-3.753559132337273,0.1225668028865317,-5.653385471677152,2.8118798557049374,-0.7459568856791009,0.95259881287326,1.0113515361941396,-0.6580539936901602,20.07511409811555,3.565740825618532
rgb_1717591735,bev_1717591735,16.190314556509406,-12.66526372684839,0.1942104680990821,-1.1698860601062364,7.522521479733342,-0.3072868054717605,0.7060899058314289,0.9584358093758876,49.44463733150064,35.23324921305018,2.44705692631392
rgb_1717641085,bev_1717641085,-7.248677008666737,5.3772569021832375,0.1593954299281511,-1.4911065625864932,-1.3439084309426337,0.4347927844178745,-0.3819712678686375,1.3142558229823418,-24.79417999303644,58.40705011395087,2.540532957489213
rgb_1717360462,bev_1717360462,10.749760035193404,-4.117966043445467,0.1222903507138872,-5.279589908959844,2.8086319443921486,-0.7219747127975511,0.9680551897516504,1.0183597560114497,-1.1628921395584229,24.02493925451269,3.617099741412951
rgb_1717546481,bev_1717546481,-11.331175495668468,-0.3209255016362817,0.1596176792253844,1.4724921916567195,3.15871693075807,0.4852821641839455,-0.6260523388797081,1.0160248078432434,87.89077345005677,45.81035182744976,0.0
rgb_1717572794,bev_1717572794,10.641562435583468,-3.766394585877613,0.1215011165248153,-5.653385471677152,2.806224557797295,-0.7024380561331781,0.9680344710039016,1.041614472677779,-0.8758334200807667,26.89666165069156,0.0
rgb_1717291760,bev_1717291760,11.646415514370007,-10.936311679330238,0.1894449261116365,-1.1943549645263936,7.541831265828385,-0.3049730170674619,0.8024856071432216,1.013698887702079,45.23410980490863,36.50478569093912,3.9959877394972128
rgb_1717564088,bev_1717564088,8.201514113411854,-5.827241589838341,0.1137815898492992,-5.653385471677152,2.806224557797295,-0.7072694274580312,0.9680344710039016,1.0332283211648312,-8.875259958833325,26.89666165069156,3.397789707908327
rgb_1717487792,bev_1717487792,18.955247484992256,-14.03125511048119,0.0348953064571693,-0.5065307652391287,-4.779550299660786,0.566990807678343,0.8505503021806331,1.0146451651496569,-50.08584408341614,7.10060038478052,3.640016444505963
rgb_1717515330,bev_1717515330,6.377654361670686,6.739913533004042,0.102050768339667,-4.108266874438331,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.3959078935965656,-8.795482564766928,57.14008330450193,0.0
rgb_1717545520,bev_1717545520,-11.213425241193988,-0.4517766327920753,0.1218525796175331,2.590514173066863,3.297303967016976,0.4814799234042284,-0.4401263668660845,1.0150769995101374,87.89077345005677,29.6525373397155,0.0
rgb_1717517535,bev_1717517535,7.110586168051142,8.870809622254168,0.1035563364303841,-2.8875413487231407,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.389207148069627,-10.202949768212378,65.51389884242059,0.0
rgb_1717522508,bev_1717522508,6.377654361670686,8.870809622254168,0.0999649282718109,-4.108266874438331,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.3880320540160052,-25.42519655285044,73.28437577729301,0.0
rgb_1717403933,bev_1717403933,-11.331175495668468,-1.2549635535758554,0.1596176792253844,1.8659173100906687,3.154917953168056,0.4862132259869667,-0.7494983250186278,1.0160248078432434,87.8443191428581,43.17548672678716,0.0
rgb_1717546413,bev_1717546413,-11.331175495668468,-1.2549635535758554,0.1596176792253844,2.8805020339849907,3.1703748757403982,0.5072167087548869,-0.5896807659688591,1.0160422568251606,87.89077345005677,43.74802293524112,0.0
rgb_1717343328,bev_1717343328,-7.573257864656986,5.3772569021832375,0.1555828414347174,-2.6357660822172058,-1.3439084309426337,0.4347927844178745,-0.3819712678686375,1.336572291809382,-25.22716229146629,54.29518276456376,2.497431812303376
rgb_1717374413,bev_1717374413,7.110586168051142,8.870809622254168,0.1034121261148931,-4.108266874438331,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.3830363371550374,-23.833205759296604,60.22945635177951,0.0
rgb_1717377625,bev_1717377625,6.377654361670686,8.870809622254168,0.0859110919128459,-4.109974879921891,-0.69078044383388,0.0206325647374998,0.1577183283353747,1.3722186166604915,-8.795482564766928,60.856166969155765,0.0
rgb_1717608012,bev_1717608012,0.8626083222732142,4.344589159205114,0.1576088678148151,-6.901329837405609,7.410625254601673,-0.9151514289094398,0.7628814747820865,1.4041452653013835,-53.9818589702662,12.75821329300459,3.378106018635544
rgb_1717406967,bev_1717406967,-11.213425241193988,-0.4517766327920753,0.1238012914251377,1.4692887616385626,3.1699498795432284,0.4814799234042284,-0.4401263668660845,1.0148844263834618,88.98187721623617,43.75437700508703,0.0
rgb_1717302316,bev_1717302316,19.0416548847822,-7.2584562956485215,0.1533477639552684,-0.5666638343582733,6.472771966809887,-0.3866839179343616,0.9984346474673564,1.1362090088238952,61.53551934154925,24.326811465192343,4.000293815340451
rgb_1717293997,bev_1717293997,19.04724453926454,-7.25845846484717,0.1533477639552684,-3.0944734375757346,6.472771966809887,-0.4465285367255255,0.9971216936175538,1.1527836294431557,64.43943081071856,24.275984789618978,4.000274658203125
rgb_1717295260,bev_1717295260,15.600669446247892,-6.479090476586343,0.1858707693669698,-1.0632307200375326,6.980652140790337,-0.1213135522727895,0.9956664384132246,1.0605109743836811,67.12498823278068,24.83604282276308,4.000925860790473
rgb_1717570084,bev_1717570084,15.352166524588952,-3.753559132337273,0.1222596089236011,-5.653385471677152,2.8057053936125413,-0.7072694274580312,0.9705267302688958,1.041614472677779,-6.522025962071993,34.271954648761366,0.0
